,question,result
5069,What is the eligibility criteria to get admission in ITM Universe for ME in Computer Engineering?,()
5070,I have done my BBA through Distance Education now i want do MBA in Germany am i eligible for that and graduation from Distance Education really creates value for me to get admission there,"('LISTING-eligibility-direct-factual',)"
5071,"Which is the best college to pursue MBBS, Government Medical College, Bhavnagar or Maharaja Agrasen Medical College, Agroha?","('COMPARISON-College comparison-direct-opinion',)"
5072,"What is the fee structure for BHM in Amity, Jaipur and Gurgaon for 4 years including hostel charges?","('LISTING-Fees-direct-factual',)"
5073,what are basic requirements to work in bank and course should we learn to do banking?,()
5074,"What is the eligibility criteria of ISBS, Pune? I got 446.5 MAT composite score.",()
5075,how is VIT university for b.tech and its placements??,"('LISTING-placements-direct-opinion',)"
5076,what was last year cut off,"('EXAM-cut off-direct-opinion', 'LISTING-Cut off-direct-factual', 'LISTING-Cut off-direct-opinion')"
5077,can i fill the form now ?is their date left,"('EXAM-dates-direct-factual', 'EXAM-dates-direct-opinion')"
5078,Hey Nehaa!I am interested in joining your coaching centre for IELTS.Can you give me the calender regarding the coaching of the same in JAN,"('EXAM-coaching -direct-opinion',)"
5079,"Hello. Myself Manthan Bhanushali. I am currently in CA Finals and undergoing articleship.  After i become a CA i wish to start my own venture in agricultural business(both cultivation and trading). I wish to know about post Graduate Programmes in Agri-Business Management, which institutes offer it? would i be elegible for it? will it help me out in my venture. also tell me what are the other ways with which i can proceed. is knowledge of commodities trading essential? pls tell",()
5080,"I got 74 in JEE Mains and 74.4% in CBSE board, general. What will be my rank????",()
5081,Which is the best MBA stream and the best college for it? How can I prepare to get admission in the same?,()
5082,How to score more than 110 in JEE mains with 4 months of preparation?,()
5083,Am I eligible for PGDBM? I have appeared for CET this year but I have scored 22 marks.,()
5084,when will start batch of bharatnatyam for men??what is fees and time peroid??and what is time of training???,()
5085,what is the minimum package offered for a student passed from ihm-b,"('LISTING-placements-indirect-factual',)"
5086,I got counselling call from VIT univ.Vellore 4 M.Tech(biotechnology)&amp;M.Tech(environment).Can any1 give a feedback for placements and studies,()
5087,When will the result of JEE Mains'2016 be declared?,()
5088,When PGDM course was started in IIMP? Which college is better for PGDM among IIMP or ISBS?,()
5089,"Can I appear for CPT, if I did not have mathematics in class 12th?",()
5090,What is the Amity JEE syllabus for 2018?,"('EXAM-syllabus-direct-factual', 'EXAM-syllabus-direct-opinion')"
5091,Can you suggest a good college for PGDM accepting CMAT score? I have secured 71.35 percentile in CMAT.,"('EXAM-scores-direct-opinion',)"
5092,top colleges in gujarat in terms of placement and is there any management quota in bits pilani ??,"('COMPARISON-College comparison-direct-opinion',)"
5093,"Would the requirement of English language proficiency be waived for a student who attended his secondary,preparatory and undergraduate studies? What about for lecturers who pursued their education in English and teaching in English as well?",()
5094,How many times can a person give SAT exam?,()
5095,Does this college accept CAT score? What is the required cutoff?,"('EXAM-scores-direct-factual', 'EXAM-scores-direct-opinion')"
5096,i have done p.g. diploma in yoga from mds university ajmer can i do m.sc. in yoga from ur college a i eligible for it,"('LISTING-eligibility-direct-factual',)"
5097,"Is Universal Business School, Mumbai good for pursuing PGDM finance? How are the placements in this college?","('LISTING-placements-direct-opinion',)"
5098,What is the fee structure for the course? What will be the admission procedure? Which language will be used in the course?,()
5099,What is the fees structure? What is the admission procedure? Does this institute offers MDS course?,"('LISTING-Fees-direct-opinion',)"
5100,What should be a good score in JEE Mains 2017 to get the best colleges in India for B.Tech in computer science engineering?,()
5101,hiii...m planning to do coaching for ias..wich coaching centre in delhi..??,"('EXAM-coaching -direct-opinion',)"
5102,I have appeared for class 12th board exams in West Bengal and expecting above 50%. Which exam should I appear for to get admission in CU?,()
5103,"Which is a better course to pursue among B.Sc in CBZ, PCB, PCZ, PCM and PMS?","('COMPARISON-course comp-indirect-opinion',)"
5104,Is it necessary for a candidate to be 12th passed to get admission for Diploma in game designing?,()
5105,"Am I eligible for MBA-HR with CAT(2013) percentile of 59? My profile: 10th-67.6%,12th-84.5% and B.Tech 5.9, no work experience.","('LISTING-eligibility-direct-opinion',)"
5106,How can I apply for JNU 2018?,()
5107,Does christ university provides 100%placement?,()
5108,is there any sample paper online of CAT,()
5109,What is the JEE mains cutoff rank required to clear the eligibility criteria?,()
5110,Is marine engineering a good course for future? Is it good to pursue this course from IITs or any other institute?,()
5111,Which one is better among IHM-Lucknow and DIHM-Delhi?,()
5112,is ignou mba recognised by ugc,"('LISTING-Affiliation-indirect-factual',)"
5113,IS YOUR INSTITUTION RECOGNISED BY GOVT/STATE GOVT? THE DEGREE/DIPLOMA GRANTED BY YOU IS RECOGNISED BY ANY GOVT AUTHORITY.,()
5114,"I’m able to score in the 170s in the FIIT JEE Mains sample paper , but I can't score even close to that in the ALLEN major test series. Why is this happening?","('EXAM-sample papers-direct-opinion',)"
5115,"Is it worth to take admission in Indian Institute of Plantation Management, Bangalore?","('COMPARISON-College comparison-direct-opinion',)"
5116,Am I eligible to get admission in BML University without qualifying JEE Mains?,()
5117,Which one is better for B.Tech CS among COER (reputed private college) and BBAU (Central University)?,()
5118,What is the average hourly salary for the abroad students in UK and also Is it easy to get a part time job to manage my personal needs?,()
5119,what should i do with c.a. i have passed c.a. inetr and b.com final this month. i think 2 do c.s. plz guide me,()
5120,"Is it a right decision to join this college for PGDM? I am selected in this college and booked my seat by paying Rs 50,000.",()
5121,Is it true that from 2017 onward 70%-75% is required in class 12th boards to qualify JEE?,()
5122,Du is offering btech from this year.is it any good compared to other btech degree.?will dere b campus placements too?pls help!,"('LISTING-placements-direct-opinion',)"
5123,", i had a rank of 12037in comed k. which colleges can i get? n does 2nd or 3rd phase counselling ocurrs in comedk .","('LISTING-Counselling-direct-opinion',)"
5124,I need help in counseling regarding which colleges to apply after i give my GRE.,()
5125,"total fee for the entire course plus hostelplus mess fee , please .","('LISTING-Fees-direct-factual',)"
5126,"I have secured 60646 AIR in AIEEE2012...so,for spot counselling which are the good private colleges i can get easily can i get amity,unives?",()
5127,What is the process of changing branch in NIT?,()
5128,What is the cut-off for CSE in the low ranked NITs?,"('LISTING-Cut off-direct-opinion',)"
5129,What is the eligibility criteria for JEE-Mains?,"('EXAM-eligibility-direct-factual',)"
5130,What is the eligibility criteria to get admission in B.Sc forensic science?,()
5131,"Which college is better for BE in ECE: RVCE or PES, Bangalore?",()
5132,i want to know about the current world rankings of MBA college of university of greenwich.and fees structure for international students.,"('LISTING-Fees-direct-opinion',)"
5133,What is approximate cut-offs for B.com in Mumbai Colleges? I have got 65% in HSC.,"('LISTING-Cut off-direct-opinion',)"
5134,What was the placement record of this college for last year's batch?,"('LISTING-placements-direct-factual', 'LISTING-placements-direct-opinion')"
5135,"Which is better to pursue B.Tech CSE among MITS, Gwalior and JIIT Noida?","('COMPARISON-College comparison-indirect-factual',)"
5136,Is there any  difference between CMA &amp; ICWA or are these same? Is it good to do them along with MBA in finance? What is their duration?,()
5137,"Which course will be more good to do M.Com or B.Ed? My scores: 10th- 80%,12th -90% and B.Com-60%.",()
5138,Which option is better among B.Sc microbiology and B.Sc chemistry in terms of job prospects?,"('COMPARISON-course comp-indirect-opinion',)"
5139,what is your per semester fees for B.tech?,"('LISTING-Fees-direct-factual', 'LISTING-Fees-direct-opinion')"
5140,what is the total fee for 2 years pg degree in film making?,"('LISTING-Fees-direct-factual', 'LISTING-Fees-direct-opinion')"
5141,How many seats are there for mba?,()
5142,How should I prepare for GRE exam? Should I join a coaching institute for the same?,"('EXAM-coaching -direct-opinion',)"
5143,"I have completed BBA and got 6.67.Am I eligible for admission and what is the selection process,is there any loan facility?","('LISTING-eligibility-direct-factual',)"
5144,Can I get admission in B.E-Electronics with 118 score in JEE mains? I expect 79% in Maharastra state board. I belong to open category.,()
5145,How is the placement of JMI? What is the average and highest package offered?,"('LISTING-placements-direct-factual', 'LISTING-placements-direct-opinion', 'LISTING-placements-indirect-factual')"
5146,What is the percentage required in 12th for getting selected in Amity law college?,()
5147,What are the qualifying marks for JEE Mains 2017?,()
5148,"hi nikita, science student can also eligible for doing bba from ur collage or not","('LISTING-eligibility-direct-factual',)"
5149,What is the eligibility criteria of CAT? I want to do MBA?,()
5150,"i have done Bsc frm mumbai university &amp; i would like 2 do journalism frm St. xaviers, so tell me about the course,eligibilty,fees,duration&amp; is their any job assistance after compliting the course frm the college",()
5151,What is the procedure to get admission for B.Arch in Singapore?,"('LISTING-Admissions-direct-factual',)"
